Feature ID,T14,S15,T18,S01,S23,T28,T03,S04,Taxon,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence,DomainBactOnly
0867478ecc5dd79be98b3927f0960976,79,0,0,26,42,0,0,27,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Parvibaculales; f__Parvibaculaceae; g__Pyruvatibacter; s__Pyruvatibacter_mobilis,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__Parvibaculaceae,g__Pyruvatibacter, s__Pyruvatibacter_mobilis,0.924981084,No
ffeb4dce4d9a48fdd4aa0e38c12ef52b,1,0,0,0,0,0,90,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,NA,0.999995845,No
d2af97a9a073a05270650e60d61b1f0c,0,156,0,48,43,0,0,97,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Aquibacter; s__uncultured_bacterium,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aquibacter, s__uncultured_bacterium,0.934085641,No
c6a0b909eb0036e0cbd3da5fafc14fb5,0,17,225,0,42,107,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__uncultured; s__uncultured_Flavobacteriales,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__uncultured, s__uncultured_Flavobacteriales,0.931686211,No
c2b264b8f91c93889b55d9996c105a26,92,7,0,11,30,80,0,8,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__uncultured_bacterium,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pirellula, s__uncultured_bacterium,0.805033603,No
5a53c844cfa590968dd73c100f759cf2,0,0,0,214,0,0,0,166,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Saccharospirillaceae; g__Thalassolituus; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae,g__Thalassolituus, s__uncultured_bacterium,0.958809348,No
a2b234146f1cbc83eefa340fd87e286a,0,22,38,67,66,27,0,48,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__uncultured,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__uncultured,NA,0.999552892,No
116a9efec347dcdd9a424cf8c3dedc4f,58,0,70,0,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_coprocola,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides, s__Bacteroides_coprocola,0.999966694,No
edd5e03a42304bbeb87bfd5c07db7f45,9,13,0,25,49,0,0,13,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,NA,0.999855879,No
1e866f44329defb1a9b8484107f80a9a,0,0,0,0,0,0,355,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,NA,NA,NA,NA,0.999999994,No
1f3582a442830022d61b536c6bfa4753,0,0,0,0,0,13,235,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,NA,NA,NA,NA,0.999998752,No
fcfc5ffc4bc3b2bd36983e786d979caa,0,0,0,118,0,0,0,265,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Salinirepens; s__uncultured_Bacteroidetes,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Salinirepens, s__uncultured_Bacteroidetes,0.985494069,No
10359ee0063dde4947456b5169b6bd40,0,0,0,0,0,0,376,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__uncultured_Firmicutes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus, s__uncultured_Firmicutes,0.949046151,No
8ec3625e8a0aece1392e7101f7c59f64,0,14,222,0,0,146,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__uncultured; s__uncultured_Flavobacteriales,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__uncultured, s__uncultured_Flavobacteriales,0.832991648,No
b7e0100b073020976e00ddc56d89cc28,33,0,0,34,8,16,0,0,d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_Planctomyces,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190, s__uncultured_Planctomyces,0.999999849,No
5f80c3d3a18763dc2adb8d92290f866e,0,48,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__uncultured; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__uncultured, s__uncultured_bacterium,0.971560488,No
db5e829e7502012d83f3736af8794f2e,0,10,0,124,25,0,0,219,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade, s__uncultured_bacterium,0.99425596,No
57ce28d4378621340c96794099082eef,0,0,0,37,87,0,0,30,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola; s__unidentified_marine,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola, s__unidentified_marine,0.98731264,No
460efb197db8f6b2f554c9c146a759b2,30,0,0,40,32,95,0,5,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Parvularculaceae; g__Marinicaulis; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Parvularculaceae,g__Marinicaulis, s__uncultured_bacterium,0.98724289,No
ba383e26ba45217147cb639e9e73e4b7,8,5,81,34,33,0,0,30,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,NA,NA,NA,NA,0.999923712,No
ee2a81a90d096a37afdb59a8c4fc2624,0,7,0,23,32,95,0,14,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Rubinisphaeraceae; g__uncultured; s__uncultured_Planctomycetaceae,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__Rubinisphaeraceae,g__uncultured, s__uncultured_Planctomycetaceae,0.989201434,No
487cba3d1931b9b0e933569cd986422c,0,209,0,27,31,0,0,95,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,NA,NA,NA,NA,0.999627486,No
0ebd32602229d96f43021830a4d544f3,0,152,0,126,0,0,0,83,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Spongiibacteraceae; g__BD1-7_clade,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Spongiibacteraceae,g__BD1-7_clade,NA,0.802487165,No
5a8e5f2c2c81d03659b03b841d4691e1,54,18,0,31,41,161,0,54,d__Bacteria; p__WPS-2; c__WPS-2; o__WPS-2; f__WPS-2; g__WPS-2; s__hydrothermal_vent,d__Bacteria,p__WPS-2,c__WPS-2,o__WPS-2,f__WPS-2,g__WPS-2, s__hydrothermal_vent,0.999997651,No
59d8140ebf8968376cf1b14f8959e9c3,0,25,0,92,12,0,0,206,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__Vicingus; s__uncultured_bacterium,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__Vicingus, s__uncultured_bacterium,0.999625519,No
25af29e1b2d121f8aae468d270d75518,0,0,0,0,0,0,51,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,NA,NA,0.999999996,No
2cde660191dd7fcd1bcc2f6c16d769e8,0,11,0,183,0,0,0,154,d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__P.palmC41; f__P.palmC41; g__P.palmC41; s__uncultured_bacterium,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__P.palmC41,f__P.palmC41,g__P.palmC41, s__uncultured_bacterium,0.999775857,No
7df21c1cfbc9832e608c4d33829b54bc,0,0,0,218,0,0,0,133,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Vibrio,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,NA,0.999404848,No
ca204b054538f5dd1ed7ed53c6d6bb3e,0,77,0,162,0,0,0,110,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Spongiibacteraceae; g__BD1-7_clade,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Spongiibacteraceae,g__BD1-7_clade,NA,0.830880077,No
22fd97107733f3318f22fca4b0a661c9,41,213,11,0,14,32,0,37,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Oceanospirillaceae; g__Oceanospirillum; s__uncultured_Oceanospirillum,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Oceanospirillaceae,g__Oceanospirillum, s__uncultured_Oceanospirillum,0.968997097,No
d91b5c77b23b27230a16c7dc4325f4cd,0,0,0,0,0,104,137,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__uncultured_organism,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia, s__uncultured_organism,0.711821609,No
c2fd58fc5ab948ad9b3f4545fb93eca0,112,12,29,33,17,33,95,15,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured,NA,0.999999937,No
d9e852c49ec7502ad5d3aa23ac15e81d,87,3,23,28,38,27,0,35,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Parvibaculales; f__uncultured; g__uncultured; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__uncultured,g__uncultured, s__uncultured_bacterium,0.994967844,No
e5eb71be852ada0a160042dfbc874537,0,0,124,0,52,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__Kiloniellaceae; g__Kiloniella; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Kiloniellales,f__Kiloniellaceae,g__Kiloniella, s__uncultured_bacterium,0.919186068,No
9df251784dde31e05f02b2ee1029d71c,0,0,128,0,0,36,92,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Fusicatenibacter; s__uncultured_organism,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fusicatenibacter, s__uncultured_organism,0.728643983,No
aa075617c85748fc58ed7f0cf3335de4,0,0,38,0,0,66,29,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,NA,NA,0.979888159,No
f53588d2f644e23c180aa9a96da2d791,43,13,0,60,100,26,0,61,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,NA,0.999990559,No
fc10ae6d3cf584a806e2bd65d5778f00,0,323,0,6,0,0,0,7,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Nitrincolaceae; g__Pontibacterium; s__Pontibacterium_granulatum,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Pontibacterium, s__Pontibacterium_granulatum,0.997752916,No
714cbb8f6a4c9a429d62690467bdaba2,28,13,0,23,59,49,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__uncultured; g__uncultured; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__uncultured,g__uncultured, s__uncultured_bacterium,0.931447919,No
45a7e165501d40f5887a43a4e6b635f4,26,13,0,119,66,37,0,73,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,NA,0.999973405,No
47bb8312d01abd392227573b8846d110,0,0,0,0,0,0,0,314,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Fusibacteraceae; g__Fusibacter; s__Acidaminobacter_sp.,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Fusibacteraceae,g__Fusibacter, s__Acidaminobacter_sp.,0.958581206,No
0978c66d6e0efa8d7d5ceab7814215e6,0,30,0,77,55,9,0,66,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Winogradskyella; s__uncultured_bacterium,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Winogradskyella, s__uncultured_bacterium,0.710901776,No
2e5f3c8952fcb54a7cfb7d1ec88de766,0,13,107,9,15,0,0,25,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__SM2D12; g__SM2D12; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__SM2D12,g__SM2D12, s__uncultured_bacterium,0.725912818,No
59178f34386d878fd2bf598c52643cbe,0,50,0,71,0,63,0,17,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Shewanellaceae; g__Ferrimonas; s__Ferrimonas_futtsuensis,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,g__Ferrimonas, s__Ferrimonas_futtsuensis,0.997555565,No
b90acaba94b0af01a9a2489e524471a0,0,7,0,93,89,0,0,126,d__Bacteria; p__Myxococcota; c__Polyangia; o__Blfdi19; f__Blfdi19; g__Blfdi19; s__uncultured_bacterium,d__Bacteria,p__Myxococcota,c__Polyangia,o__Blfdi19,f__Blfdi19,g__Blfdi19, s__uncultured_bacterium,0.999998459,No
af190b852cec0d6eb78c15eb0e8777e0,0,0,0,0,0,99,89,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,NA,0.999999049,No
3153d6c5a7eabae1e28b3f2c0e4f5ac7,35,0,125,0,0,0,116,2,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella_9,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella_9,NA,0.99999991,No
a7fd0f1dcdbdc74434e6cebd33ba9994,73,0,0,0,0,0,153,0,d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Haloferacaceae; g__Haloquadratum,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacterales,f__Haloferacaceae,g__Haloquadratum,NA,0.999495409,No
1b54a0d1342c50ee526141dfbe64b260,109,0,0,23,15,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__uncultured; s__uncultured_Rhizobiales,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methyloligellaceae,g__uncultured, s__uncultured_Rhizobiales,0.984153731,No
e7c5408564f286b787690db4b8631e14,0,207,0,0,74,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Thalassobius,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Thalassobius,NA,0.832562347,No
11afda30f7eb29026586d98eebf503a9,0,3,0,40,176,0,0,103,d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__PB19; f__PB19; g__PB19; s__uncultured_delta,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__PB19,f__PB19,g__PB19, s__uncultured_delta,0.915038606,No
f082f5e4a6a4796e068613a094eff50c,76,14,0,47,31,0,0,16,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__JTB23; f__JTB23; g__JTB23,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__JTB23,f__JTB23,g__JTB23,NA,0.736343411,No
cdea30e1e2e07a4b0b542676c12c94c4,0,0,0,0,0,318,0,0,d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Halodesulfovibrio; s__delta_proteobacterium,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Halodesulfovibrio, s__delta_proteobacterium,0.708295018,No
50d768b59663e8a684196f0c866d9a74,0,0,0,107,0,0,0,66,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,NA,NA,NA,0.985904969,No
4cbdca59ff16c9c62a6d3eaa54102fea,176,0,0,0,0,22,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ruegeria,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Ruegeria,NA,0.836341332,No
891bfcb1c018ee52819de18b6084bf82,0,78,41,22,57,0,0,53,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Alteromonadaceae; g__Aestuariibacter; s__Alteromonadaceae_bacterium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Aestuariibacter, s__Alteromonadaceae_bacterium,0.746085946,No
4c511f4f917921cf8047481ea0542d13,0,0,0,0,0,317,0,0,d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__Thermoanaerobaculaceae; g__Subgroup_10,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,NA,0.999996765,No
b9cc3361a2632915ea0bffd368b4a3d6,18,0,0,0,0,24,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__uncultured; s__uncultured_Rhizobiales,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methyloligellaceae,g__uncultured, s__uncultured_Rhizobiales,0.997967058,No
d2db856518fd766a454c3e2f8e8679f0,54,0,0,0,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes, s__uncultured_bacterium,0.995993304,No
163097feb0299bc8b4d3a44a830a0c31,31,0,0,39,105,22,0,39,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,NA,NA,0.999999999,No
1fa399e2634d6684ffc8abadcc550c5c,0,0,77,0,0,0,0,0,d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25,d__Bacteria,p__Myxococcota,c__bacteriap25,o__bacteriap25,f__bacteriap25,g__bacteriap25,NA,0.720426139,No
546cfed7021809289f33541d703fdf9f,0,299,0,0,0,0,0,13,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Nitrincolaceae; g__Neptuniibacter,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Neptuniibacter,NA,0.999999446,No
80ac4e3b60f033140c39b8e7b6523728,0,0,0,0,0,0,291,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,NA,0.99981879,No
f9754792591ca23954565fa8d45a6068,30,9,0,31,60,0,0,71,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__uncultured; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__uncultured, s__uncultured_bacterium,0.815785394,No
d8f9b1f074013f428576d6ac24b5ce47,0,16,0,114,124,0,0,54,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,NA,NA,NA,0.92390119,No
55ae36374045b6a58fdc9c11936be5cc,0,0,0,0,0,49,0,0,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella; s__Veillonella_atypica,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Veillonella, s__Veillonella_atypica,0.78904075,No
b26c8b31b02af6f188327cc7611b399a,0,183,0,0,77,0,0,45,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Saccharospirillaceae; g__Oleispira,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae,g__Oleispira,NA,0.760177415,No
f79befb579d3c23dbf0dc58a2fcfa505,0,5,0,23,159,0,0,59,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Maritalea,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Maritalea,NA,0.999999918,No
a0c73e01a93052f10ed142a8e700fcd1,0,0,0,0,304,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Tenacibaculum,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Tenacibaculum,NA,0.9081083,No
9352e570a182123f48d92df829d0fcf0,0,0,76,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Catenibacterium; s__uncultured_bacterium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Catenibacterium, s__uncultured_bacterium,0.981924117,No
93d000b87a73ce51dd63a8504dea38a4,0,0,0,5,0,0,276,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,NA,0.999997666,No
cf3e5d5485abc05a80a7d12e7482e732,0,11,62,13,215,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Kangiellaceae; g__Pleionea; s__Kangiella_sp.,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Kangiellaceae,g__Pleionea, s__Kangiella_sp.,0.980952854,No
64c1c0d5c3ef92b1b83d6830cb7dd10a,0,0,80,20,15,76,31,19,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula; s__planctomycete_MS1316,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula, s__planctomycete_MS1316,0.873562631,No
29420ff5724ba4d778f26a9e1ba448c0,0,37,0,26,109,0,0,121,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,NA,NA,0.999999978,No
7ceb8316e48b2dff40ca705759e692bf,0,0,0,80,102,0,0,118,d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__P3OB-42,NA,0.999997638,No
a59c9f518d9ab88291d589f338124767,0,22,7,25,54,24,0,60,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,NA,NA,NA,0.999893124,No
545f5edda4e463b93f8c01a1bad1613e,0,0,0,108,0,0,0,190,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; s__uncultured_bacterium,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured, s__uncultured_bacterium,0.773772075,No
8cb24777cb48dde0aac60dfeca125d10,69,0,0,0,0,103,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,NA,0.990859693,No
